,0,1,2,3,4
0,0.0,0.0,0.0,2271.0,0.0
0,0.0,0.0,0.0,2176.0,0.0
0,0.0,0.0,0.0,140.0,0.0
0,0.0,0.0,0.0,2545.0,0.0
0,0.0,0.0,0.0,291.0,0.0
0,0.0,0.0,0.0,37.0,0.0
0,0.0,0.0,0.0,34.0,0.0
0,0.0,0.0,3.0,170.0,0.0
0,0.0,0.0,0.0,9.0,0.0
0,0.0,0.0,0.0,328.0,0.0
0,0.0,0.0,0.0,286.0,0.0
0,0.0,0.0,14.0,556.0,0.0
